x,y,z,cut,color,clarity,table,carat,depth,price
6.53,6.56,3.89,3,2,1,59.0,1.01,59.4,3999.0
6.51,6.56,3.96,4,1,2,57.0,1.01,60.6,3999.0
5.72,5.75,3.51,4,5,4,56.0,0.7,61.2,4000.0
6.68,6.78,3.93,2,1,2,60.0,1.07,58.4,4001.0
6.17,6.24,3.82,4,3,2,57.0,0.9,61.6,4001.0
6.17,6.2,3.84,4,2,1,55.0,0.9,62.1,4001.0
6.35,6.28,4.02,1,3,1,60.0,1.03,63.7,4001.0
5.95,5.98,3.73,2,3,5,56.0,0.8,62.5,4002.0
6.44,6.49,3.9,2,0,2,57.0,0.99,60.3,4002.0
5.86,5.83,3.47,2,6,4,55.0,0.7,59.3,4003.0
6.08,6.13,3.83,2,5,2,57.0,0.89,62.7,4003.0
6.37,6.3,3.98,4,3,2,57.0,1.01,62.9,4004.0
6.42,6.46,3.91,2,4,1,57.0,1.01,60.7,4004.0
6.34,6.38,4.01,1,4,1,58.0,1.01,63.1,4004.0
6.31,6.38,3.84,1,5,1,61.0,1.0,60.5,4004.0
6.5,6.53,3.83,2,5,1,62.0,1.0,58.8,4004.0
6.41,6.47,3.83,2,5,1,63.0,1.0,59.5,4004.0
6.39,6.44,3.79,2,5,1,61.0,1.0,59.1,4004.0
6.57,6.63,3.85,2,2,1,61.0,1.02,58.3,4004.0
6.34,6.38,4.04,2,2,1,58.0,1.02,63.5,4004.0
6.05,6.08,3.84,2,4,2,55.0,0.9,63.3,4004.0
6.22,6.26,3.67,1,4,2,60.0,0.9,58.8,4004.0
6.31,6.28,4.04,0,3,2,59.0,1.01,64.2,4004.0
6.34,6.28,4.04,1,6,1,59.0,1.01,64.0,4004.0
6.81,6.74,4.03,3,2,1,57.0,1.1,59.5,4004.0
6.68,6.57,4.16,3,2,1,55.0,1.1,62.8,4004.0
5.74,5.78,3.62,2,5,5,57.0,0.75,62.8,4005.0
6.1,6.14,3.83,1,4,2,58.0,0.9,62.6,4006.0
6.19,6.15,3.86,4,2,3,57.0,0.9,62.6,4007.0
5.77,5.84,3.6,4,6,4,58.0,0.75,62.0,4007.0
5.76,5.86,3.54,4,2,7,56.0,0.71,61.2,4007.0
6.7,6.65,3.9,3,1,1,58.0,1.06,58.4,4007.0
6.19,6.09,3.86,3,6,1,56.0,0.9,62.9,4007.0
6.24,6.16,3.87,4,6,1,56.0,0.9,62.4,4007.0
6.41,6.31,3.93,3,4,1,59.0,1.01,61.8,4008.0
6.35,6.27,3.78,2,1,3,58.0,0.91,59.9,4008.0
6.47,6.51,4.03,4,0,1,54.0,1.03,62.1,4008.0
6.2,6.29,3.8,4,3,2,58.0,0.9,60.8,4008.0
6.16,6.19,3.82,4,3,2,59.0,0.9,61.9,4008.0
6.16,6.21,3.81,4,3,2,58.0,0.9,61.6,4008.0
6.04,6.09,3.79,1,3,2,62.0,0.9,62.5,4008.0
6.09,6.14,3.85,2,4,2,61.0,0.9,63.0,4009.0
6.01,6.06,3.73,4,4,2,55.0,0.83,61.8,4009.0
6.52,6.58,4.04,2,5,1,59.0,1.05,61.7,4010.0
6.65,6.55,4.2,1,3,1,62.0,1.17,63.6,4010.0
6.49,6.37,3.78,3,4,2,60.0,0.93,58.8,4010.0
6.22,6.19,3.88,3,4,2,58.0,0.93,62.5,4010.0
6.18,6.22,3.85,2,5,1,58.0,0.92,62.1,4011.0
6.18,6.27,3.84,3,5,1,59.0,0.92,61.7,4011.0
6.2,6.24,3.87,4,5,1,56.0,0.92,62.2,4011.0
6.2,6.26,3.87,4,5,1,57.0,0.92,62.1,4011.0
6.22,6.25,3.87,4,5,1,53.0,0.92,62.1,4011.0
6.21,6.23,3.85,4,1,5,55.0,0.9,61.9,4011.0
6.64,6.66,3.88,1,4,1,60.0,1.01,58.3,4011.0
6.44,6.49,3.84,1,4,1,60.0,1.01,59.4,4011.0
6.96,6.92,4.36,3,0,3,58.0,1.27,62.8,4011.0
6.12,6.16,3.9,2,2,3,57.0,0.91,63.5,4012.0
6.15,6.2,3.79,4,6,1,54.0,0.87,61.4,4012.0
5.83,5.86,3.56,4,4,6,57.0,0.74,60.9,4013.0
6.09,6.12,3.78,1,4,1,59.0,0.9,61.9,4013.0
6.39,6.34,4.02,2,4,1,58.0,1.04,63.2,4013.0
6.5,6.41,4.06,4,1,3,56.0,1.04,62.9,4013.0
6.41,6.38,4.01,3,4,1,60.0,1.04,62.8,4013.0
5.71,5.74,3.53,2,6,5,58.0,0.71,61.7,4014.0
6.7,6.65,4.14,3,2,1,56.0,1.12,62.1,4014.0
6.74,6.7,4.1,3,5,0,59.0,1.12,61.0,4014.0
6.52,6.42,3.91,3,5,1,62.0,1.0,60.4,4014.0
6.31,6.35,3.99,2,2,1,61.0,1.0,63.0,4015.0
6.31,6.37,4.01,1,1,2,56.0,1.0,63.2,4015.0
5.75,5.81,3.54,4,3,6,56.0,0.71,61.2,4015.0
6.23,6.29,3.82,4,2,1,56.0,0.9,61.0,4016.0
6.27,6.32,3.73,1,4,2,56.0,0.9,59.3,4016.0
6.31,6.23,4.0,1,1,4,57.0,1.01,63.8,4016.0
6.38,6.32,3.86,2,4,1,63.0,1.01,60.8,4017.0
6.37,6.33,3.97,3,4,1,61.0,1.01,62.5,4017.0
6.43,6.37,4.01,4,4,1,57.0,1.01,62.7,4017.0
6.98,6.95,4.27,3,0,1,58.0,1.25,61.3,4018.0
6.34,6.29,3.94,2,1,3,55.9,0.97,62.2,4018.0
6.51,6.48,4.07,3,3,1,54.0,1.05,62.7,4018.0
6.19,6.09,3.84,3,2,3,59.0,0.91,62.5,4018.0
6.51,6.47,3.82,3,4,1,58.0,0.97,58.9,4020.0
6.24,6.29,3.89,1,2,2,60.0,0.97,62.1,4020.0
6.61,6.65,4.05,4,3,1,57.0,1.07,61.1,4021.0
6.13,6.19,3.85,2,2,4,56.0,0.9,62.5,4021.0
6.09,6.0,3.81,2,2,4,62.0,0.9,63.0,4021.0
6.6,6.64,4.21,2,0,1,57.0,1.15,63.6,4021.0
5.66,5.7,3.56,4,4,6,54.0,0.7,62.7,4021.0
5.65,5.69,3.56,2,6,5,60.0,0.7,62.8,4022.0
6.55,6.58,3.9,3,3,1,60.0,1.01,59.4,4022.0
5.54,5.56,3.43,4,6,6,57.0,0.65,61.8,4022.0
6.2,6.23,3.85,4,1,4,56.0,0.91,61.9,4022.0
6.1,6.04,3.86,1,3,3,59.0,0.9,63.6,4022.0
6.73,6.66,4.17,3,0,1,56.0,1.14,62.3,4022.0
6.2,6.13,3.76,3,3,3,58.0,0.9,61.0,4022.0
6.25,6.2,3.71,3,3,3,61.0,0.9,59.6,4022.0
6.74,6.62,4.13,3,6,0,59.0,1.14,61.8,4022.0
7.31,7.22,4.57,3,2,0,60.0,1.5,62.9,4022.0
7.18,7.05,4.56,1,2,0,56.0,1.5,64.0,4022.0
6.37,6.25,3.96,3,4,2,61.0,1.0,62.8,4022.0
6.29,6.38,4.05,2,2,1,56.0,1.01,63.9,4023.0
6.85,6.91,4.25,4,2,0,56.0,1.23,61.8,4025.0
5.26,5.3,3.3,2,6,7,59.0,0.56,62.5,4025.0
6.58,6.52,4.19,1,4,1,58.0,1.13,64.0,4025.0
6.88,6.78,3.98,3,4,1,61.0,1.13,58.3,4025.0
6.23,6.19,3.79,3,4,2,59.0,0.91,61.0,4026.0
6.27,6.23,3.94,3,2,2,58.0,0.96,63.0,4026.0
6.31,6.26,4.01,1,5,1,54.0,1.0,64.0,4026.0
5.73,5.77,3.56,4,5,6,55.0,0.71,61.9,4027.0
6.33,6.26,3.93,3,5,1,58.0,0.94,62.4,4027.0
6.83,6.77,4.13,4,0,2,57.0,1.16,60.7,4028.0
6.44,6.48,3.96,1,4,1,62.0,1.01,61.3,4028.0
6.69,6.65,4.08,3,1,1,61.0,1.11,61.2,4028.0
6.54,6.51,4.14,2,2,1,55.0,1.11,63.4,4028.0
6.28,6.26,4.0,1,2,3,59.0,1.0,63.8,4028.0
6.56,6.61,4.05,2,2,1,59.0,1.11,61.5,4029.0
5.77,5.83,3.48,4,6,3,56.0,0.71,60.1,4029.0
5.72,5.76,3.51,4,6,3,57.0,0.71,61.2,4029.0
5.74,5.78,3.53,4,6,3,55.0,0.71,61.2,4029.0
5.76,5.79,3.52,4,6,3,56.0,0.71,60.9,4029.0
5.71,5.74,3.53,4,6,3,56.0,0.71,61.7,4029.0
6.28,6.21,3.83,4,3,4,56.0,0.91,61.3,4029.0
5.73,5.8,3.53,4,5,5,57.0,0.71,61.2,4030.0
6.02,5.97,3.72,4,4,4,57.0,0.83,62.0,4030.0
6.11,6.14,3.79,2,5,2,61.0,0.91,61.9,4031.0
6.52,6.46,4.06,3,2,1,58.0,1.06,62.6,4031.0
6.51,6.4,3.94,3,2,1,57.0,1.0,61.0,4032.0
6.39,6.35,4.0,3,0,4,57.0,1.0,62.8,4032.0
6.43,6.38,3.99,4,0,4,56.0,1.0,62.3,4032.0
6.51,6.4,3.94,3,2,1,57.0,1.0,61.0,4032.0
5.33,5.41,3.29,2,6,7,57.0,0.57,61.3,4032.0
6.19,6.23,3.82,4,3,1,57.0,0.9,61.5,4032.0
6.54,6.59,3.76,0,5,1,62.0,1.0,57.3,4032.0
6.31,6.24,4.12,0,3,3,53.0,1.0,44.0,4032.0
6.44,6.37,3.87,2,1,2,63.0,1.0,60.4,4032.0
6.92,6.83,4.11,3,2,1,58.0,1.2,59.8,4032.0
6.26,6.18,3.83,3,2,3,58.0,0.9,61.6,4032.0
6.31,6.27,4.04,1,5,2,56.0,1.01,64.2,4032.0
6.35,6.31,3.97,3,2,1,59.0,1.0,62.7,4032.0
6.61,6.53,3.77,1,1,5,59.0,1.0,57.4,4032.0
7.38,7.2,4.5,3,5,0,58.0,1.5,61.5,4032.0
6.2,6.23,3.89,4,2,3,57.0,0.91,62.6,4033.0
6.3,6.38,4.02,2,4,1,55.0,1.0,63.4,4033.0
6.25,6.29,3.77,2,5,2,58.0,0.9,60.1,4034.0
6.21,6.26,3.85,4,5,1,56.0,0.9,61.7,4034.0
6.3,6.35,3.8,4,5,2,56.0,0.9,60.1,4034.0
6.61,6.57,3.88,4,5,2,56.0,1.03,58.9,4035.0
6.31,6.25,3.98,2,4,1,58.0,1.0,63.4,4036.0
6.19,6.15,3.85,4,3,2,55.0,0.9,62.4,4036.0
6.21,6.17,3.82,3,4,2,59.0,0.91,61.7,4036.0
4.38,4.32,2.75,2,1,3,56.0,0.32,63.2,576.0
4.37,4.33,2.73,3,1,3,58.0,0.32,62.8,576.0
4.37,4.33,2.74,4,1,3,57.0,0.32,63.0,576.0
4.39,4.34,2.75,4,1,3,55.0,0.32,63.0,576.0
4.37,4.33,2.76,2,1,3,55.0,0.32,63.4,576.0
4.41,4.38,2.72,3,2,2,59.0,0.32,61.9,576.0
4.42,4.36,2.77,2,2,2,54.0,0.32,63.1,576.0
4.42,4.36,2.69,3,2,2,60.0,0.32,61.3,576.0
4.39,4.36,2.72,3,2,2,56.0,0.32,62.2,576.0
4.38,4.34,2.7,3,2,2,58.0,0.32,61.9,576.0
4.37,4.34,2.75,2,2,2,55.0,0.32,63.1,576.0
4.44,4.39,2.7,3,5,1,58.0,0.32,61.2,576.0
4.41,4.38,2.71,3,5,1,60.0,0.32,61.7,576.0
4.4,4.3,2.61,3,2,4,60.0,0.3,60.0,576.0
4.6,4.63,2.78,3,4,2,58.0,0.36,60.2,576.0
6.61,6.54,3.96,3,0,2,56.0,1.04,60.2,4036.0
5.96,6.0,3.55,3,6,4,59.0,0.77,59.4,4037.0
6.21,6.25,3.85,3,4,2,59.0,0.92,61.8,4037.0
6.2,6.24,3.91,2,4,2,56.0,0.92,62.9,4037.0
6.14,6.2,3.87,2,4,2,57.0,0.92,62.7,4037.0
6.27,6.38,3.98,2,4,1,59.0,1.0,62.9,4037.0
6.39,6.36,3.94,3,3,1,58.0,1.01,61.8,4038.0
6.38,6.27,3.93,3,3,1,61.0,1.01,62.1,4038.0
6.34,6.29,3.98,3,3,1,58.0,1.01,63.0,4038.0
6.52,6.47,3.96,3,1,2,58.0,1.03,61.0,4038.0
6.25,6.17,4.16,0,2,1,61.0,1.03,67.0,4038.0
6.45,6.4,3.92,4,3,1,57.0,1.01,61.2,4038.0
6.39,6.37,3.9,3,3,1,58.0,1.01,61.1,4038.0
6.33,6.28,3.99,4,3,1,57.0,1.01,63.2,4038.0
6.47,6.42,4.0,3,2,1,59.0,1.03,62.1,4038.0
6.41,6.53,3.94,2,2,1,58.0,1.02,60.9,4039.0
6.48,6.51,3.97,2,2,1,61.0,1.02,61.1,4039.0
5.84,5.88,3.64,4,5,3,55.0,0.76,62.1,4039.0
5.85,5.88,3.65,4,6,4,55.0,0.77,62.2,4039.0
6.2,6.12,3.8,3,2,4,62.0,0.92,61.7,4039.0
6.83,6.78,4.04,3,5,1,62.0,1.13,59.4,4040.0
5.73,5.71,3.74,0,6,5,53.0,0.74,65.4,4040.0
6.16,6.1,3.87,2,6,2,61.0,0.91,63.1,4041.0
6.54,6.58,4.03,2,2,1,58.0,1.05,61.4,4042.0
6.27,6.36,3.95,2,2,1,58.0,1.0,62.5,4042.0
5.73,5.77,3.57,4,5,5,53.9,0.71,62.0,4042.0
5.24,5.26,3.22,4,6,6,56.0,0.54,61.3,4042.0
6.23,6.3,4.11,1,1,2,56.0,1.0,65.6,4042.0
6.49,6.52,3.97,3,4,1,58.0,1.02,61.0,4043.0
5.98,6.04,3.66,4,4,3,57.0,0.8,60.9,4043.0
5.93,5.98,3.7,4,4,3,56.0,0.8,62.1,4043.0
6.68,6.61,3.9,3,0,3,58.0,1.04,58.7,4043.0
6.15,6.18,3.85,4,2,3,56.0,0.9,62.4,4044.0
6.24,6.3,3.8,3,2,3,60.0,0.9,60.6,4044.0
6.47,6.53,3.94,3,5,1,58.0,1.01,60.6,4044.0
6.5,6.47,4.0,4,5,1,57.0,1.01,61.7,4044.0
6.19,6.23,3.81,4,3,1,56.0,0.9,61.4,4044.0
6.46,6.42,3.95,3,6,1,62.0,1.02,61.3,4044.0
6.28,6.24,4.14,0,2,4,55.0,1.01,66.1,4044.0
6.42,6.37,3.99,3,6,1,58.0,1.02,62.3,4044.0
6.42,6.37,3.99,4,3,2,56.0,1.02,62.4,4044.0
6.43,6.38,4.0,4,6,1,57.0,1.02,62.5,4044.0
6.3,6.23,4.04,0,3,2,56.0,1.02,64.5,4044.0
6.73,6.53,4.34,0,3,1,59.0,1.2,65.5,4044.0
6.14,6.17,3.85,3,3,2,58.0,0.91,62.6,4045.0
6.15,6.18,3.87,2,3,2,58.0,0.91,62.8,4045.0
6.15,6.19,3.84,3,3,2,59.0,0.91,62.2,4045.0
6.18,6.21,3.83,3,3,2,60.0,0.91,61.8,4045.0
6.96,6.94,4.39,2,3,1,54.0,1.29,63.2,4045.0
6.55,6.59,4.09,3,0,2,59.0,1.09,62.3,4046.0
5.96,5.98,3.66,4,2,7,56.0,0.79,61.3,4046.0
6.33,6.38,4.05,2,1,1,56.0,1.01,63.7,4047.0
6.18,6.12,3.83,3,4,2,58.0,0.9,62.3,4047.0
5.77,5.81,3.57,4,6,4,56.0,0.72,61.7,4047.0
6.46,6.5,3.78,0,3,1,62.0,1.01,58.3,4047.0
6.72,6.62,4.06,3,3,1,57.0,1.09,60.7,4047.0
6.61,6.56,4.12,4,2,3,57.0,1.1,62.6,4048.0
6.08,6.15,3.81,2,4,2,60.0,0.91,62.3,4049.0
6.16,6.2,3.82,4,3,2,57.0,0.91,61.8,4049.0
6.12,6.2,4.05,1,4,1,58.0,1.01,65.7,4049.0
6.74,6.76,4.13,2,4,0,55.8,1.14,61.3,4050.0
6.29,6.26,3.82,3,2,3,60.0,0.93,61.0,4050.0
6.79,6.72,4.3,1,6,0,58.0,1.23,63.7,4050.0
6.27,6.22,3.84,3,6,1,56.0,0.91,61.5,4051.0
6.23,6.19,3.86,3,6,1,59.0,0.91,62.2,4051.0
6.29,6.24,3.83,3,6,1,60.0,0.91,61.1,4051.0
6.37,6.42,4.0,2,2,2,58.0,1.01,62.5,4052.0
6.36,6.43,4.05,1,4,1,54.0,0.99,63.3,4052.0
6.14,6.08,3.84,3,3,3,60.0,0.9,62.8,4052.0
5.74,5.78,3.52,4,5,4,57.0,0.71,61.1,4053.0
5.7,5.73,3.54,4,5,4,56.0,0.71,61.9,4053.0
5.98,6.01,3.66,4,5,2,56.0,0.8,61.1,4053.0
6.43,6.48,3.99,1,4,1,58.0,1.0,61.8,4053.0
6.66,6.73,4.28,1,0,2,55.0,1.17,63.9,4054.0
6.14,6.2,3.81,2,5,2,60.0,0.9,61.8,4054.0
6.14,6.17,3.83,2,5,2,60.0,0.9,62.2,4054.0
6.25,6.32,3.76,2,4,2,54.0,0.9,59.8,4054.0
6.1,6.16,3.88,2,4,2,57.0,0.9,63.3,4054.0
6.28,6.2,3.8,2,4,1,58.0,0.91,60.9,4054.0
6.44,6.48,4.03,4,0,1,56.0,1.03,62.4,4054.0
6.13,6.16,3.84,4,4,2,56.0,0.9,62.5,4054.0
6.12,6.15,3.82,4,4,2,53.0,0.88,62.3,4054.0
6.02,6.16,3.78,1,3,3,59.0,0.9,62.1,4054.0
6.13,6.17,3.84,1,5,2,62.0,0.9,62.4,4054.0
6.41,6.36,4.01,3,5,1,57.0,1.01,62.8,4054.0
6.44,6.55,4.21,0,0,1,55.1,1.11,64.8,4056.0
6.54,6.49,3.98,3,4,1,62.0,1.02,61.1,4057.0
6.46,6.37,4.07,2,3,1,61.0,1.06,63.4,4057.0
6.11,6.04,3.95,0,5,3,55.0,0.9,65.0,4057.0
6.77,6.89,4.25,2,0,1,60.0,1.22,62.2,4058.0
6.72,6.68,4.4,0,3,1,57.0,1.24,65.7,4058.0
6.12,6.17,3.85,2,3,2,59.0,0.9,62.7,4059.0
6.54,6.59,3.99,4,0,2,57.0,1.04,60.8,4059.0
6.15,6.19,3.85,4,3,2,57.0,0.9,62.4,4059.0
6.32,6.28,3.85,3,3,1,59.0,0.96,61.1,4059.0
6.41,6.37,4.03,2,3,1,58.0,1.03,63.1,4060.0
6.31,6.38,4.04,1,3,1,59.0,1.01,63.7,4060.0
6.43,6.47,3.87,2,6,1,60.0,0.96,60.0,4060.0
6.73,6.65,4.25,2,2,1,57.0,1.25,63.5,4060.0
6.84,6.74,3.88,1,2,2,60.0,1.06,57.2,4060.0
6.41,6.36,3.97,3,1,1,58.0,1.02,62.2,4061.0
6.06,6.09,3.88,1,4,2,59.0,0.9,63.9,4062.0
6.29,6.32,3.81,3,4,2,59.0,0.9,60.4,4062.0
6.2,6.17,3.78,2,5,3,63.0,0.9,61.1,4062.0
6.22,6.19,3.83,4,3,5,55.0,0.89,61.7,4062.0
6.34,6.28,3.85,3,3,2,59.0,0.93,61.0,4062.0
6.18,6.14,3.84,3,5,3,55.0,0.9,62.3,4062.0
6.31,6.35,3.92,3,4,1,58.0,0.97,61.9,4063.0
6.38,6.45,3.84,2,4,1,59.0,0.97,59.9,4063.0
6.18,6.16,3.81,3,2,4,56.0,0.9,61.8,4064.0
6.11,6.2,3.82,2,2,3,60.0,0.9,62.1,4064.0
6.29,6.37,3.98,2,6,1,59.0,1.01,62.9,4064.0
6.31,6.33,3.99,1,3,2,55.0,1.01,63.1,4064.0
6.34,6.37,3.96,2,3,2,59.0,1.01,62.3,4064.0
6.2,6.25,3.93,2,2,2,58.0,0.96,63.1,4064.0
6.13,6.1,3.85,3,2,4,59.0,0.9,63.0,4064.0
6.72,6.61,4.15,3,0,2,57.0,1.12,62.3,4064.0
6.65,6.61,4.16,3,0,2,55.0,1.12,62.7,4064.0
7.39,7.35,4.29,3,0,1,58.0,1.44,58.2,4064.0
6.28,6.24,3.83,4,2,4,57.0,0.9,61.2,4064.0
6.19,6.13,3.79,3,2,4,59.0,0.9,61.5,4064.0
6.58,6.63,4.12,3,2,1,58.0,1.12,62.4,4065.0
6.53,6.58,4.15,1,5,1,56.0,1.1,63.3,4065.0
6.26,6.32,3.9,4,4,1,54.0,0.92,62.0,4065.0
6.22,6.25,3.85,2,2,4,56.0,0.91,61.7,4066.0
6.1,6.03,3.8,2,2,4,63.0,0.91,62.7,4066.0
6.83,6.89,4.01,2,0,1,60.0,1.12,58.5,4066.0
6.56,6.54,4.15,2,3,1,56.0,1.1,63.4,4066.0
6.22,6.25,3.9,4,6,1,54.0,0.91,62.6,4067.0
6.36,6.47,3.72,1,4,2,57.0,0.91,58.0,4067.0
6.15,6.18,3.85,2,6,2,63.0,0.9,62.4,4068.0
6.16,6.2,3.82,2,6,2,61.0,0.9,61.8,4068.0
6.11,6.14,3.83,2,6,2,63.0,0.9,62.5,4068.0
6.17,6.21,3.78,2,6,2,63.0,0.9,61.1,4068.0
6.06,6.13,3.85,1,6,2,62.0,0.9,63.2,4068.0
6.06,6.1,3.82,2,6,2,59.0,0.9,62.8,4068.0
6.21,6.23,3.88,4,3,1,56.0,0.92,62.4,4068.0
6.26,6.35,3.92,4,5,1,56.0,0.95,62.2,4068.0
6.08,6.11,3.76,4,5,2,53.0,0.84,61.7,4068.0
5.91,5.96,3.73,4,4,4,56.0,0.8,62.8,4070.0
6.36,6.3,3.84,3,5,1,59.0,0.95,60.7,4070.0
6.58,6.51,3.85,3,5,1,62.0,1.03,58.8,4070.0
6.79,6.74,4.02,4,5,1,54.0,1.1,59.4,4071.0
6.74,6.72,4.28,1,5,1,57.0,1.18,63.6,4071.0
6.7,6.66,4.09,3,6,1,59.0,1.12,61.2,4071.0
6.45,6.37,3.96,3,1,2,58.0,1.01,61.8,4072.0
6.48,6.44,3.89,3,3,2,58.0,1.01,60.2,4072.0
6.37,6.3,4.0,2,4,1,57.0,1.01,63.1,4072.0
6.41,6.37,3.94,3,6,1,59.0,1.01,61.7,4072.0
6.13,6.15,3.85,4,2,3,57.0,0.9,62.7,4072.0
6.13,6.19,3.73,1,2,4,61.0,0.9,60.6,4072.0
6.56,6.53,3.89,3,2,1,59.0,1.01,59.4,4072.0
6.37,6.32,4.04,1,2,1,55.0,1.01,63.7,4072.0
6.32,6.28,4.14,0,3,3,54.0,1.01,65.7,4072.0
6.25,6.18,3.94,2,1,2,62.0,1.01,63.4,4072.0
6.49,6.43,4.01,3,4,1,59.0,1.01,62.0,4072.0
6.38,6.34,4.04,1,4,1,59.0,1.01,63.6,4072.0
6.52,6.5,3.94,3,1,1,60.0,1.01,60.5,4072.0
6.51,6.45,3.8,3,1,2,62.0,1.01,58.6,4072.0
6.24,6.14,3.88,3,1,3,61.0,0.93,62.7,4073.0
6.64,6.6,4.14,4,0,1,57.0,1.11,62.5,4073.0
6.12,6.26,3.81,2,4,2,58.0,0.9,61.6,4074.0
6.45,6.38,3.89,3,4,1,61.0,0.99,60.6,4075.0
6.78,6.68,3.93,3,1,2,60.0,1.07,58.4,4075.0
6.59,6.54,4.14,2,1,1,57.0,1.11,63.1,4075.0
6.33,6.28,3.93,4,5,1,57.0,1.0,62.3,4077.0
6.17,6.14,3.82,4,5,3,55.0,0.91,62.1,4077.0
6.21,6.26,3.82,3,2,3,58.0,0.92,61.3,4077.0
6.68,6.64,3.79,1,4,1,60.0,1.01,56.9,4077.0
6.27,6.33,3.82,4,3,1,55.0,0.9,60.6,4077.0
6.38,6.31,3.84,3,5,1,61.0,1.0,60.5,4077.0
6.72,6.66,4.08,3,2,1,59.0,1.12,61.0,4077.0
6.44,6.39,3.79,3,5,1,61.0,1.0,59.1,4077.0
6.47,6.41,3.83,2,5,1,63.0,1.0,59.5,4077.0
6.39,6.33,3.86,4,5,1,55.0,1.0,60.7,4077.0
6.68,6.65,4.07,3,2,1,56.0,1.12,61.0,4077.0
6.43,6.39,4.01,3,5,1,56.0,1.0,62.6,4077.0
6.64,6.59,3.94,4,2,1,56.0,1.04,59.6,4077.0
6.51,6.48,4.04,4,2,1,56.0,1.04,62.2,4077.0
6.69,6.68,4.1,3,1,2,58.0,1.12,61.3,4077.0
6.43,6.3,3.95,3,5,1,59.0,1.0,62.0,4077.0
6.47,6.4,3.9,3,1,4,58.0,1.0,60.6,4077.0
6.23,6.18,4.01,0,5,1,60.0,1.0,64.6,4077.0
6.04,6.09,3.88,1,6,1,59.0,0.9,64.0,4078.0
6.09,6.19,3.86,2,6,1,56.0,0.9,62.9,4078.0
6.16,6.24,3.87,4,6,1,56.0,0.9,62.4,4078.0
6.48,6.54,3.95,3,2,1,59.0,1.03,60.7,4078.0
6.49,6.53,3.99,4,1,2,56.0,1.03,61.3,4078.0
6.42,6.46,4.01,3,2,1,59.0,1.03,62.3,4078.0
6.5,6.55,4.16,2,1,1,57.0,1.09,63.8,4078.0
6.47,6.45,3.92,4,2,1,59.0,1.01,60.7,4078.0
6.5,6.46,3.97,4,2,1,59.0,1.01,61.3,4078.0
6.28,6.33,3.93,4,5,1,56.0,0.97,62.3,4078.0
6.64,6.6,3.92,3,5,2,60.0,1.06,59.2,4078.0
6.67,6.58,3.85,3,3,1,58.0,1.02,58.1,4078.0
6.74,6.71,4.2,3,3,1,59.0,1.19,62.4,4078.0
6.34,6.39,4.04,1,3,1,58.0,1.01,63.5,4079.0
6.56,6.59,3.91,4,3,1,57.0,1.01,59.5,4079.0
6.19,6.13,3.73,3,3,3,61.0,0.9,60.6,4079.0
6.4,6.46,3.9,2,1,1,59.0,1.0,60.7,4080.0
6.15,6.04,3.87,2,3,2,58.0,0.91,63.5,4081.0
6.07,6.11,3.87,2,3,3,62.0,0.9,63.5,4081.0
6.37,6.44,4.02,2,4,1,57.0,1.0,62.8,4081.0
6.28,6.33,3.95,1,1,3,59.0,1.0,62.6,4081.0
6.3,6.39,3.99,2,4,1,59.0,1.0,62.9,4081.0
6.31,6.37,3.97,2,4,1,58.0,1.0,62.6,4081.0
6.28,6.33,4.02,1,4,1,58.0,1.0,63.8,4081.0
6.29,6.34,3.96,1,4,1,57.0,1.0,62.7,4081.0
6.37,6.49,3.78,2,4,2,60.0,0.93,58.8,4081.0
6.19,6.22,3.88,3,4,2,58.0,0.93,62.5,4081.0
6.27,6.3,3.81,2,4,1,56.0,0.91,60.6,4081.0
6.31,6.38,4.0,1,2,1,56.0,1.0,63.0,4081.0
6.05,6.01,3.82,2,2,3,59.0,0.9,63.3,4082.0
6.41,6.48,3.88,2,4,1,59.0,1.0,60.2,4082.0
5.78,5.83,3.61,4,5,5,57.0,0.74,62.2,4082.0
5.74,5.78,3.56,4,6,3,56.0,0.72,61.8,4082.0
5.79,5.81,3.54,4,6,3,55.0,0.72,61.0,4082.0
6.17,6.12,3.8,3,2,3,58.0,0.9,61.8,4082.0
6.24,6.19,3.81,3,2,3,59.0,0.9,61.3,4082.0
6.15,6.1,3.84,3,2,3,59.0,0.9,62.7,4082.0
6.16,6.1,3.8,3,2,3,57.0,0.9,62.0,4082.0
6.25,6.18,3.84,3,2,3,56.0,0.9,61.8,4082.0
6.21,6.17,3.76,3,2,3,58.0,0.9,60.7,4082.0
7.15,7.09,4.42,3,0,2,54.0,1.35,62.1,4082.0
6.56,6.63,4.14,2,1,1,57.0,1.1,62.8,4083.0
6.67,6.69,4.09,3,3,1,58.0,1.12,61.2,4084.0
6.5,6.56,3.94,2,3,1,62.0,1.04,60.3,4084.0
6.41,6.44,4.02,2,1,1,56.0,1.02,62.6,4084.0
5.54,5.56,3.43,4,6,6,54.0,0.64,61.8,4084.0
6.55,6.51,4.19,1,3,1,56.0,1.1,64.2,4084.0
6.56,6.49,4.13,2,0,2,61.0,1.11,63.3,4084.0
7.22,7.16,4.08,1,2,1,62.0,1.28,56.8,4086.0
5.92,5.97,3.69,4,5,4,56.0,0.8,62.1,4086.0
6.14,6.09,3.89,1,6,2,57.0,0.92,63.6,4086.0
6.01,5.98,3.72,4,6,3,56.0,0.81,62.1,4087.0
